System Code	Identifier	logFC	AveExpr	t	P.Value	adj.P.Val	B
H	FGA	-0.017247139	9.166351587	-0.231327852	0.817832824	0.953598952	-5.844779929
H	FBLN1	-0.02990596	-2.808137623	-0.230469868	0.818496386	0.953598952	-5.844965372
H	FERMT3	-0.037518508	-4.574640557	-0.228613344	0.819932671	0.953598952	-5.845364286
H	SERPINA1	0.014186525	7.84038634	0.224781017	0.822899474	0.953598952	-5.846177557
H	TTN	-0.031406757	-1.992736941	-0.223183656	0.824136842	0.953598952	-5.846512486
H	IGKV3-11	-0.033517817	2.482908628	-0.215213305	0.830317575	0.957083617	-5.848148047
H	FBLN1	0.015529184	0.087637085	0.202939192	0.83985667	0.961921745	-5.850550638
H	ACAA2	-0.027987361	-3.649590104	-0.201617607	0.840885234	0.961921745	-5.850800933
H	TFRC	-0.023556328	-2.348477399	-0.194978372	0.846056601	0.964185258	-5.852033626
H	INPP5E	0.024203689	-3.202681763	0.186876712	0.85237626	0.967735453	-5.853482009
H	FGB	-0.013064137	8.944808643	-0.18012408	0.857651066	0.970077236	-5.854642314
H	C2	-0.008830507	2.195889928	-0.158501467	0.874584234	0.980113138	-5.858070761
H	LYVE1	-0.024185882	-3.847253117	-0.158496776	0.874587915	0.980113138	-5.858071458
H	TTR	0.023483749	-0.028790241	0.156365758	0.87626009	0.980113138	-5.858385659
H	FAM3C	0.017709223	-5.282648358	0.141355729	0.888053827	0.985210404	-5.860478381
H	VASN	-0.015903531	-2.580902427	-0.139827028	0.889256437	0.985210404	-5.860679684
H	ENO1	-0.018578697	0.421687094	-0.138114326	0.890604107	0.985210404	-5.860902619
H	PI16	-0.018217566	-4.447655502	-0.114316164	0.90936189	0.994011012	-5.863716153
H	RYR2	0.014848717	-2.27263004	0.114264704	0.90940251	0.994011012	-5.863721662
H	GP1BA	-0.013479485	-3.791895928	-0.110837957	0.912108025	0.994011012	-5.864082952
H	ITIH1	-0.006161604	4.292617985	-0.105662574	0.916196109	0.994011012	-5.864607761
H	FAM161B	0.010389268	-4.854614755	0.103226808	0.918120937	0.994011012	-5.86484608
H	CETP	-0.011775359	-4.341957902	-0.099576281	0.921006628	0.994011012	-5.86519285
H	GPLD1	0.011396035	0.463098792	0.09654609	0.923402763	0.994011012	-5.865471214
H	F9	0.010371605	-1.413995392	0.09451487	0.925009359	0.994011012	-5.865652996
H	PF4	0.020961372	-2.456882834	0.089516201	0.928964383	0.994011012	-5.86608389
H	PTPRC	-0.013376605	-4.181585812	-0.086345669	0.931473896	0.994011012	-5.866345067
H	IGLV3-25	0.012012656	2.104726728	0.076295523	0.939433193	0.998617174	-5.867110737
H	IGKV2-30	0.014898526	-0.214107189	0.072217	0.94266503	0.998617174	-5.867394473
H	IGHM	0.020717266	0.230171423	0.066155147	0.947470236	0.998617174	-5.867787396
H	AFG3L2	-0.008177282	-4.486038832	-0.062111709	0.950676553	0.998617174	-5.86803035
H	IGKV3-20	0.007120908	0.917455791	0.049446488	0.96072472	0.998617174	-5.868692231
H	LCP1	-0.010893492	-2.954760244	-0.049338213	0.960810652	0.998617174	-5.868697242
H	IGLV3-21	0.013467287	-1.405592181	0.04038609	0.967916961	0.998617174	-5.869073521
H	TGFBI	-0.007255293	-2.330024464	-0.037849499	0.969931039	0.998617174	-5.869166489
H	LBP	0.004031144	-1.616452284	0.033860537	0.973098706	0.998617174	-5.869300494
H	IGHG2	0.005491798	5.18926728	0.028930802	0.977014044	0.998617174	-5.869445507
H	CD14	-0.005032878	-1.059467422	-0.02886089	0.977069574	0.998617174	-5.869447399
H	MAP4	-0.003443948	-0.384188921	-0.02793047	0.977808609	0.998617174	-5.869472153
H	APOC1	-0.003045153	1.401813558	-0.021348781	0.983036978	0.998617174	-5.869624098
H	CFB	-0.001076272	4.91750772	-0.015427039	0.987741742	0.998617174	-5.869726122
H	GPX3	0.001347534	0.018347401	0.013659472	0.989146149	0.998617174	-5.869750207
H	ARHGAP19	-0.001644391	-5.026992341	-0.012213543	0.990295026	0.998617174	-5.869767733
H	HBD	-0.000963091	-3.017670262	-0.006765644	0.994623874	0.998617174	-5.869816172
H	CLEC3B	-0.00044797	-0.988169315	-0.003934213	0.996873774	0.998617174	-5.869830365
H	RBP4	0.000177183	1.723489924	0.00174022	0.998617174	0.998617174	-5.869836198
